amfi_code,date,nav,daily_return
118632,2022-01-02,95.7272,
118632,2022-01-03,88.3008,-0.077578786384643
118632,2022-01-04,91.6847,0.03832241610495046
118632,2022-01-06,98.0267,0.06917184655673192
118632,2022-01-07,96.1872,-0.0187652955776334
118632,2022-01-08,104.5939,0.0873993629089942
118632,2022-01-09,104.9182,0.003100563225962416
118632,2022-01-11,105.5541,0.006060912215421155
118632,2022-01-12,115.9034,0.09804735202138048
118632,2022-02-02,95.8303,-0.17318818947502845
118632,2022-02-03,88.8663,-0.07267012625443103
118632,2022-02-05,93.1345,0.048029455485375294
118632,2022-02-06,97.9377,0.05157272546693226
118632,2022-02-08,103.7384,0.05922846871021048
118632,2022-02-09,107.3547,0.034859801192229645
118632,2022-02-11,106.3495,-0.009363353444236555
118632,2022-02-12,115.7446,0.08834174114593862
118632,2022-03-01,95.8995,-0.17145594697290412
118632,2022-03-02,94.6538,-0.012989640196247154
118632,2022-03-03,88.3354,-0.06675273470267429
118632,2022-03-05,93.9352,0.0633924791193563
118632,2022-03-06,96.4549,0.02682381045657012
118632,2022-03-08,106.3368,0.10245099004819869
118632,2022-03-10,101.6242,-0.044317677417413326
118632,2022-03-11,106.2159,0.04518313551299791
118632,2022-04-01,94.4982,-0.11031964140961958
118632,2022-04-02,93.882,-0.0065207591255705966
118632,2022-04-03,88.9174,-0.05288127649602692
118632,2022-04-04,92.249,0.037468481984403335
118632,2022-04-05,93.0617,0.008809851597307405
118632,2022-04-07,98.683,0.06040401153213404
118632,2022-04-08,106.3855,0.07805295744961116
118632,2022-04-10,101.9854,-0.04135995976895346
118632,2022-04-11,106.6954,0.046183081107687984
118632,2022-05-01,94.396,-0.11527582257529378
118632,2022-05-04,91.4099,-0.03163375566761306
118632,2022-05-05,93.0489,0.017930224187971078
118632,2022-05-07,100.3039,0.07796975568760067
118632,2022-05-08,107.4319,0.07106403639340053
118632,2022-05-09,106.1819,-0.011635277789930232
118632,2022-05-10,102.2917,-0.03663712930358176
118632,2022-05-12,116.5375,0.1392664311962748
118632,2022-06-01,93.8034,-0.19507969537702452
118632,2022-06-04,91.9165,-0.020115475558455165
118632,2022-06-05,92.9117,0.010827218181719278
118632,2022-06-06,96.7677,0.04150176996008037
118632,2022-06-07,102.6605,0.06089635281194039
118632,2022-06-09,105.1666,0.024411531212102044
118632,2022-06-10,103.2987,-0.017761342479456488
118632,2022-06-12,117.7639,0.14003274000544064
118632,2022-07-01,90.5481,-0.23110477828944187
118632,2022-07-02,92.477,0.021302490057770296
118632,2022-07-03,91.0222,-0.015731479178606622
118632,2022-07-04,93.3692,0.02578491840452113
118632,2022-07-06,95.9325,0.027453378630212022
118632,2022-07-07,101.2002,0.054910483934015986
118632,2022-07-09,106.1781,0.0491886379671187
118632,2022-07-10,102.8107,-0.031714637952647506
118632,2022-07-11,108.0615,0.05107250509917738
118632,2022-07-12,119.5384,0.10620711354182566
118632,2022-08-02,93.6037,-0.2169570614965567
118632,2022-08-03,91.9539,-0.01762537164663358
118632,2022-08-04,90.9274,-0.011163202430783281
118632,2022-08-06,93.4546,0.027793602368482828
118632,2022-08-07,101.3323,0.08429440605384864
118632,2022-08-08,106.4606,0.0506087397601751
118632,2022-08-09,104.2602,-0.02066867930483207
118632,2022-08-11,109.2413,0.04777566127822497
118632,2022-08-12,121.1089,0.1086365687702362
118632,2022-09-02,91.2807,-0.24629238643898188
118632,2022-09-03,91.9422,0.0072468769411278
118632,2022-09-05,93.3224,0.015011605117128068
118632,2022-09-06,94.8364,0.016223329018542065
118632,2022-09-08,105.5123,0.11257175514886697
118632,2022-09-09,103.5155,-0.018924807818614497
118632,2022-09-11,107.7921,0.04131361969946523
118632,2022-09-12,122.431,0.13580679845740073
118632,2022-10-01,92.8196,-0.24186194672917805
118632,2022-10-02,92.5854,-0.0025231739848048385
118632,2022-10-03,91.7815,-0.008682794479475286
118632,2022-10-05,94.9893,0.034950398500787294
118632,2022-10-06,95.9697,0.010321162488827751
118632,2022-10-08,106.9297,0.11420271189760922
118632,2022-10-10,103.3604,-0.03337987481494853
118632,2022-10-11,108.9014,0.053608538666646055
118632,2022-11-01,94.0741,-0.1361534378805047
118632,2022-11-02,94.1673,0.0009907083883873291
118632,2022-11-03,91.43,-0.02906847706157012
118632,2022-11-04,91.5169,0.0009504538991578215
118632,2022-11-05,96.0345,0.04936356017303889
118632,2022-11-07,99.805,0.03926193190988658
118632,2022-11-08,105.2461,0.05451730875206651
118632,2022-11-10,104.0901,-0.010983779921536208
118632,2022-11-11,108.8659,0.045881404667686754
118632,2022-12-01,93.6916,-0.13938524368052807
118632,2022-12-04,88.82,-0.051996123451835574
118632,2022-12-05,94.8361,0.06773361855437976
118632,2022-12-07,99.0167,0.044082369477445704
118632,2022-12-08,104.7691,0.058095250599141224
118632,2022-12-09,104.3029,-0.0044497852897467105
118632,2022-12-10,104.6925,0.0037352748581296336
118632,2022-12-12,122.0232,0.16553907873056817
118632,2023-01-02,122.8246,0.006567603537687816
118632,2023-01-03,118.778,-0.03294616876423773
118632,2023-01-05,108.1026,-0.08987691323309044
118632,2023-01-06,94.2698,-0.12795991955790142
118632,2023-01-08,89.8706,-0.04666605848320471
118632,2023-01-09,85.99,-0.043179860822115335
118632,2023-01-11,89.5699,0.04163158506803133
118632,2023-01-12,90.9934,0.015892615711304625
118632,2023-02-01,124.6227,0.3695795519235461
118632,2023-02-02,123.0937,-0.012269032848750694
118632,2023-02-03,118.1926,-0.03981601008012592
118632,2023-02-05,107.938,-0.08676177696403997
118632,2023-02-06,92.9728,-0.13864625988993673
118632,2023-02-08,89.9035,-0.03301288118675583
118632,2023-02-10,89.4089,-0.005501454337150324
118632,2023-02-11,88.3425,-0.011927224247250567
118632,2023-03-01,122.711,0.3890369867277923
118632,2023-03-02,124.3207,0.013117813398961786
118632,2023-03-03,117.264,-0.056762067781149894
118632,2023-03-04,116.9463,-0.0027092713876382124
118632,2023-03-05,108.2613,-0.07426485489493884
118632,2023-03-07,92.3417,-0.14704792940783085
118632,2023-03-08,89.7113,-0.02848550546502837
118632,2023-03-10,90.8712,0.01292925194484984
118632,2023-03-11,88.5649,-0.025379878333289363
118632,2023-04-01,123.1801,0.39084558329541386
118632,2023-04-04,114.4292,-0.07104150751623028
118632,2023-04-05,107.0195,-0.0647535768842219
118632,2023-04-07,91.5967,-0.1441120543452361
118632,2023-04-08,89.3514,-0.024512891839989837
118632,2023-04-09,86.5821,-0.03099335880579379
118632,2023-04-10,89.3781,0.03229304902514496
118632,2023-04-12,91.597,0.024825992049506418
118632,2023-05-01,120.0832,0.3109949015797462
118632,2023-05-04,112.7938,-0.060702912647231266
118632,2023-05-05,105.7631,-0.06233232677682643
118632,2023-05-06,92.5685,-0.1247561767762102
118632,2023-05-07,92.7139,0.001570728703608637
118632,2023-05-09,84.3393,-0.09032734034486745
118632,2023-05-10,90.0467,0.06767189198866963
118632,2023-05-12,90.7212,0.0074905576772941185
118632,2023-06-01,121.5964,0.340330595274313
118632,2023-06-02,124.1945,0.021366586510784824
118632,2023-06-03,114.5461,-0.07768782031410415
118632,2023-06-04,110.0352,-0.03938065110902944
118632,2023-06-06,92.9093,-0.155640195137556
118632,2023-06-07,91.2295,-0.01807999845010133
118632,2023-06-09,84.2132,-0.07690823691897908
118632,2023-06-10,89.2911,0.06029814803379985
118632,2023-06-11,89.3184,0.00030574155766927014
118632,2023-06-12,93.1397,0.04278289803668689
118632,2023-07-02,123.5681,0.3266963496768831
118632,2023-07-03,114.7398,-0.07144481464067176
118632,2023-07-04,109.9711,-0.04156099278541536
118632,2023-07-06,92.901,-0.155223508721837
118632,2023-07-07,93.0317,0.0014068739841337496
118632,2023-07-08,88.6105,-0.04752358604647666
118632,2023-07-09,84.3956,-0.04756659763797744
118632,2023-07-11,90.9964,0.0782126082402399
118632,2023-07-12,93.8193,0.031022106369043234
118632,2023-08-02,123.3874,0.3151601003205098
118632,2023-08-03,117.6032,-0.0468783684557742
118632,2023-08-05,104.0484,-0.11525876846888516
118632,2023-08-06,93.1463,-0.10477912202398121
118632,2023-08-08,88.9902,-0.04461905625881002
118632,2023-08-09,85.2941,-0.041533786866419065
118632,2023-08-11,92.0065,0.07869711973043869
118632,2023-08-12,93.2078,0.013056686212387314
118632,2023-09-01,121.4204,0.30268496842538917
118632,2023-09-02,122.8942,0.012137993286136517
118632,2023-09-03,118.0475,-0.039437988123117274
118632,2023-09-05,102.0971,-0.13511849043817115
118632,2023-09-06,92.4392,-0.09459524315578016
118632,2023-09-08,90.7961,-0.017774926654492984
118632,2023-09-10,87.8148,-0.032835110759162456
118632,2023-09-11,92.8879,0.05777044416203192
118632,2023-10-01,126.2003,0.3586301337418545
118632,2023-10-02,120.9615,-0.04151178721445192
118632,2023-10-03,118.0691,-0.02391174051247702
118632,2023-10-04,109.8222,-0.06984808048845981
118632,2023-10-05,100.6517,-0.08350315327866309
118632,2023-10-07,93.9982,-0.0661041989355372
118632,2023-10-08,90.9893,-0.032010187429120984
118632,2023-10-10,88.0846,-0.03192353386607005
118632,2023-10-11,92.9967,0.05576570705889572
118632,2023-11-01,129.7522,0.3952344545559141
118632,2023-11-04,109.4411,-0.1565376155471736
118632,2023-11-05,100.8896,-0.07813792076285786
118632,2023-11-07,95.271,-0.05569057663029686
118632,2023-11-08,92.1179,-0.033096115292166495
118632,2023-11-09,86.0416,-0.06596220712803924
118632,2023-11-10,89.1913,0.0366067111722701
118632,2023-11-12,92.5659,0.037835528801575924
118632,2023-12-01,129.5281,0.3993068721851134
118632,2023-12-04,108.1211,-0.16526915781208862
118632,2023-12-05,99.8541,-0.07646056135203949
118632,2023-12-06,93.7805,-0.06082474330047538
118632,2023-12-07,94.7846,0.01070691668310575
118632,2023-12-09,86.6818,-0.08548646088077605
118632,2023-12-10,88.3271,0.018980916409211623
118632,2023-12-12,92.5043,0.047292393840622005
118632,2024-01-01,97.6988,0.05615414634779148
118632,2024-01-02,101.2168,0.03600863060754067
118632,2024-01-03,91.497,-0.09602951288718875
118632,2024-01-04,86.4603,-0.055047706482179715
118632,2024-01-05,92.3281,0.06786698635096111
118632,2024-01-07,89.7076,-0.028382475107795013
118632,2024-01-08,91.7935,0.023252210515050997
118632,2024-01-10,95.3596,0.03884915598599026
118632,2024-01-11,94.3274,-0.01082429037034549
118632,2024-02-01,96.4505,0.022507776107472566
118632,2024-02-02,98.7541,0.02388375384264463
118632,2024-02-04,87.0356,-0.11866342764502935
118632,2024-02-05,93.4355,0.07353198001737216
118632,2024-02-07,88.9095,-0.04843983282585329
118632,2024-02-08,92.1737,0.03671373700223257
118632,2024-02-09,95.5072,0.03616541377855076
118632,2024-02-10,95.1205,-0.004048909401594747
118632,2024-02-12,80.0826,-0.1580931555237831
118632,2024-03-01,96.8962,0.20995322329694588
118632,2024-03-04,86.8434,-0.10374813460176968
118632,2024-03-05,93.2118,0.0733319975956721
118632,2024-03-06,88.0477,-0.055401783894313716
118632,2024-03-07,90.391,0.026613983102341088
118632,2024-03-09,95.9953,0.06200064165680197
118632,2024-03-10,96.2892,0.0030616082245693566
118632,2024-03-12,79.6016,-0.17330707909090526
118632,2024-04-01,97.0406,0.21907851098470377
118632,2024-04-03,90.9023,-0.06325496750844495
118632,2024-04-04,86.8592,-0.04447742246345798
118632,2024-04-06,87.3496,0.005645918912446701
118632,2024-04-07,91.3929,0.04628870653099737
118632,2024-04-09,95.9293,0.049636240889609606
118632,2024-04-10,95.5099,-0.0043719697735727925
118632,2024-04-11,94.8178,-0.007246369224551574
118632,2024-04-12,80.3995,-0.15206322019705165
118632,2024-05-01,97.4984,0.21267420817293647
118632,2024-05-02,98.8323,0.013681250153848579
118632,2024-05-03,90.4187,-0.08513006375446086
118632,2024-05-04,86.1803,-0.046875259210760634
118632,2024-05-06,89.1485,0.03444174596746574
118632,2024-05-07,91.3654,0.024867496368419006
118632,2024-05-08,91.0035,-0.0039610180659198635
118632,2024-05-09,95.3799,0.04809045805930556
118632,2024-05-11,95.1604,-0.002301323444457437
118632,2024-05-12,78.6418,-0.17358691220297506
118632,2024-06-02,96.4125,0.22597015836361822
118632,2024-06-03,91.2147,-0.0539120964605212
118632,2024-06-05,94.0925,0.031549739241591546
118632,2024-06-06,87.1436,-0.07385179477641679
118632,2024-06-08,90.0826,0.0337259420083631
118632,2024-06-09,95.7015,0.062374975855492565
118632,2024-06-11,96.6695,0.010114783989801701
118632,2024-06-12,78.7201,-0.1856780059894796
118632,2024-07-02,96.0853,0.2205942319687093
118632,2024-07-03,90.6891,-0.056160515708438274
118632,2024-07-05,94.4502,0.04147245920402787
118632,2024-07-06,88.5539,-0.06242760735286956
118632,2024-07-08,92.0675,0.039677529730480554
118632,2024-07-10,93.7846,0.018650446683140087
118632,2024-07-11,93.8983,0.0012123525610816532
118632,2024-08-01,97.7664,0.04119456901775642
118632,2024-08-02,98.0234,0.002628714977742863
118632,2024-08-03,90.6341,-0.07538302078891357
118632,2024-08-04,86.4308,-0.04637658453054638
118632,2024-08-05,93.4149,0.08080568501043617
118632,2024-08-07,91.673,-0.018646918211120522
118632,2024-08-08,91.2967,-0.00410480730422258
118632,2024-08-10,93.6461,0.025733679311519486
118632,2024-08-11,91.251,-0.025576078448541928
118632,2024-09-01,98.4043,0.07839146968252408
118632,2024-09-02,98.4918,0.0008891887854494129
118632,2024-09-04,87.2641,-0.11399629207710693
118632,2024-09-05,93.814,0.07505835733136523
118632,2024-09-07,91.3906,-0.02583196537830157
118632,2024-09-08,93.1523,0.019276599562755736
118632,2024-09-09,95.6752,0.027083603947513968
118632,2024-09-10,93.1441,-0.026455131528337672
118632,2024-09-12,79.283,-0.14881350509586755
118632,2024-10-01,100.1577,0.2632935181564775
118632,2024-10-04,85.6112,-0.14523596288652807
118632,2024-10-05,92.7398,0.08326714261685386
118632,2024-10-06,88.3554,-0.047276358154751286
118632,2024-10-07,92.9195,0.05165615231213927
118632,2024-10-09,97.0131,0.04405533822287033
118632,2024-10-10,92.106,-0.05058182863963734
118632,2024-10-12,81.0851,-0.11965452847805791
118632,2024-11-01,100.8856,0.2441940627809549
118632,2024-11-03,93.0349,-0.07781784516323442
118632,2024-11-04,85.9576,-0.07607145275590121
118632,2024-11-06,89.3065,0.038959905814029305
118632,2024-11-07,92.7379,0.03842273518724837
118632,2024-11-09,97.157,0.04765149954872827
118632,2024-11-10,91.9536,-0.05355661455170502
118632,2024-11-11,90.7491,-0.013098997755389585
118632,2024-11-12,80.6528,-0.1112550978467004
118632,2024-12-01,99.6602,0.2356694373908903
118632,2024-12-02,97.5155,-0.02152012538606185
118632,2024-12-03,91.4873,-0.06181786485225427
118632,2024-12-04,86.9581,-0.04950632492160112
118632,2024-12-06,89.4322,0.02845163360284997
118632,2024-12-07,93.0376,0.04031433868338263
118632,2024-12-08,92.9225,-0.0012371342339011493
118632,2024-12-09,96.3299,0.03666926740025289
118632,2024-12-11,91.9849,-0.045105413791564186
118632,2024-12-12,81.0031,-0.11938698634232348
118632,2025-01-01,80.1434,-0.010613174063708763
118632,2025-01-04,78.4072,-0.02166366787533347
118632,2025-01-05,72.501,-0.07532726586333904
118632,2025-01-07,70.7187,-0.024583109198493935
118632,2025-01-08,70.3708,-0.004919490884306321
118632,2025-01-09,71.588,0.017296947029165288
118632,2025-01-10,66.4606,-0.07162373582164605
118632,2025-01-12,66.8331,0.005604824512568385
118632,2025-02-01,80.6646,0.2069558347585252
118632,2025-02-04,78.5613,-0.026074634969986743
118632,2025-02-05,72.2408,-0.08045309840850401
118632,2025-02-06,72.4779,0.0032820788252623245
118632,2025-02-07,70.9852,-0.020595243515609596
118632,2025-02-09,71.5212,0.00755086975876651
118632,2025-02-10,66.5722,-0.06919626628188558
118632,2025-02-12,67.8928,0.019837109183713286
118632,2025-03-01,79.1879,0.1663666839488136
118632,2025-03-02,83.1308,0.049791697974059135
118632,2025-03-03,78.0502,-0.0611157356840063
118632,2025-03-04,77.6684,-0.004891723531778247
118632,2025-03-06,72.6774,-0.06426036843812932
118632,2025-03-07,72.0355,-0.008832181668579353
118632,2025-03-09,71.223,-0.011279160969244306
118632,2025-03-10,66.2165,-0.07029330412928414
118632,2025-03-11,62.826,-0.05120324994525527
118632,2025-03-12,68.9784,0.09792760958838675
118632,2025-04-02,82.3342,0.19362293123644503
118632,2025-04-03,77.5248,-0.05841315030691985
118632,2025-04-04,76.9647,-0.0072247848430438966
118632,2025-04-06,74.4093,-0.03320223427103586
118632,2025-04-07,71.5522,-0.038397082085169454
118632,2025-04-08,70.061,-0.02084072886647781
118632,2025-04-09,71.7174,0.023642254606699664
118632,2025-04-11,62.4792,-0.1288139280007362
118632,2025-04-12,69.4599,0.11172838320593104
118632,2025-05-02,83.7787,0.20614484040431957
118632,2025-05-03,76.6605,-0.08496431670579752
118632,2025-05-05,72.2561,-0.05745331689722866
118632,2025-05-06,75.3581,0.04293063146225706
118632,2025-05-08,69.5155,-0.07753114794560889
118632,2025-05-09,72.5037,0.042986096625932335
118632,2025-05-11,63.3693,-0.12598529454358876
118632,2025-05-12,70.1962,0.10773197747174112
118632,2025-06-01,78.1028,0.1126357267202498
118632,2025-06-02,83.7242,0.07197437223761494
118632,2025-06-03,76.6323,-0.08470549733529842
118632,2025-06-05,72.1956,-0.05789595249000745
118632,2025-06-06,74.8007,0.036083916471364
118632,2025-06-08,68.3517,-0.08621577070802833
118632,2025-06-10,64.831,-0.05150859451922907
118632,2025-06-11,63.6233,-0.01862843392821345
118632,2025-07-01,79.4829,0.24927345799416245
118632,2025-07-02,82.8699,0.042612939386962534
118632,2025-07-03,77.0015,-0.07081461423267088
